ID;TITLE;YEAR;KEY;PUBLISHED INTO;PUBLICATION TYPE;BIBTEX;DATABASE;TYPE OF CONTRIBUTION;ABSTRACT;TREND;LLM ITERACTION;CONTEXTUAL INFO;APPROACH;SCOPE;FOCUS;BENCHMARK;LLMs USED;EVALUATION METRIC;TOOL
P062;Feature-Driven End-To-End Test Generation;2025.0;AlianICSE2025;C: ICSE;Conference;"@InProceedings{AlianICSE2025,
author = {Alian, Parsa and Nashid, Noor and Shahbandeh, Mobina and Shabani, Taha and Mesbah, Ali},
booktitle = {Proceedings of IEEE/ACM 47th International Conference on Software Engineering (ICSE)},
series = {ICSE '25},
title = {Feature-Driven End-To-End Test Generation},
year = {2025},
volume = {},
ISSN = {},
pages = {678--678},
doi = {10.1109/ICSE55347.2025.00141},
url = {https://doi.org/10.1109/ICSE55347.2025.00141},
publisher = {IEEE Computer Society},
address = {Ottawa, Ontario, Canada},
month = {}}";Orig;New Method/Tool;End-to-end (E2E) testing is essential for ensuring web application quality. However, manual test creation is time-consuming and current test generation techniques produce random tests. In this paper, we present AUTOE2E, a novel approach that leverages Large Language Models (LLMs) to automate the generation of semantically meaningful feature-driven E2E test cases for web applications. AUTOE2E intelligently infers potential features within a web application and translates them into executable test scenarios. Furthermore, we address a critical gap in the research community by introducing E2EBENCH, a new benchmark for automatically assessing the feature coverage of E2E test suites. Our evaluation on E2EBENCH demonstrates that AUTOE2E achieves an average feature coverage of 79%, outperforming the best baseline by 558%, highlighting its effectiveness in generating high-quality, comprehensive test cases.;High-Level Test Gen;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;E2EBench;Claude-family;BS Coverage, ML-metrics;
P063;Automated Soap Opera Testing Directed by LLMs and Scenario Knowledge: Feasibility, Challenges, and Road Ahead;2025.0;SuFSE2025;J: Proc. ACM Softw. Eng;Journal;"@article{SuFSE2025,
author = {Su, Yanqi and Xing, Zhenchang and Wang, Chong and Chen, Chunyang and Xu, Sherry (Xiwei) and Lu, Qinghua and Zhu, Liming},
journal = {Proceedings of the ACM on Software Engineering},
title = {Automated Soap Opera Testing Directed by LLMs and Scenario Knowledge: Feasibility, Challenges, and Road Ahead},
year = {2025},
volume = {2},
number = {FSE},
ISSN = {},
pages = {22},
doi = {10.1145/3715752},
url = {https://doi.org/10.1145/3715752},
publisher = {Association for Computing Machinery}}";Orig, ACM;New Method/Tool;Exploratory testing (ET) harnesses tester's knowledge, creativity, and experience to create varying tests that uncover unexpected bugs from the end-user's perspective. Although ET has proven effective in system-level testing of interactive systems, the need for manual execution has hindered large-scale adoption. In this work, we explore the feasibility, challenges and road ahead of automated scenario-based ET (a.k.a soap opera testing). We conduct a formative study, identifying key insights for effective manual soap opera testing and challenges in automating the process. We then develop a multi-agent system leveraging LLMs and a Scenario Knowledge Graph (SKG) to automate soap opera testing. The system consists of three multi-modal agents, Planner, Player, and Detector that collaborate to execute tests and identify potential bugs. Experimental results demonstrate the potential of automated soap opera testing, but there remains a significant gap compared to manual execution, especially under-explored scenario boundaries and incorrectly identified bugs. Based on the observation, we envision road ahead for the future of automated soap opera testing, focusing on three key aspects: the synergy of neural and symbolic approaches, human-AI co-learning, and the integration of soap opera testing with broader software engineering practices. These insights aim to guide and inspire the future research.;High-Level Test Gen;Pure Prompting;None;Agent;Functional;Code/Procedure;Other;N/S;%/Nº Bugs-Crashes, ML-metrics;
P064;Make LLM a Testing Expert: Bringing Human-Like Interaction to Mobile GUI Testing via Functionality-Aware Decisions;2024.0;LiuGUI2024;C: ICSE;Conference;"@InProceedings{LiuGUI2024,
  author = {Liu, Zhe and Chen, Chunyang and Wang, Junjie and Chen, Mengzhuo and Wu, Boyu and Che, Xing and Wang, Dandan and Wang, Qing},
  booktitle = {Proceedings of the IEEE/ACM 46th International Conference on Software Engineering},
  series = {ICSE '24},
  title = {Make LLM a Testing Expert: Bringing Human-like Interaction to Mobile GUI Testing via Functionality-aware Decisions},
  year = {2024},
  volume = {},
  ISSN = {},
  pages = {1--13},
  doi = {10.1145/3597503.3639180},
  url = {https://doi.org/10.1145/3597503.3639180},
  publisher = {Association for Computing Machinery},
  address = {Lisbon, Portugal},
  month = {}
}";Orig;New Method/Tool;Automated Graphical User Interface (GUI) testing plays a crucial role in ensuring app quality, especially as mobile applications have become an integral part of our daily lives. Despite the growing popularity of learning-based techniques in automated GUI testing due to their ability to generate human-like interactions, they still suffer from several limitations, such as low testing coverage, inadequate generalization capabilities, and heavy reliance on training data. Inspired by the success of Large Language Models (LLMs) like ChatGPT in natural language understanding and question answering, we formulate the mobile GUI testing problem as a Q&A task. We propose GPTDroid, asking LLM to chat with the mobile apps by passing the GUI page information to LLM to elicit testing scripts, and executing them to keep passing the app feedback to LLM, iterating the whole process. Within this framework, we have also introduced a functionality-aware memory prompting mechanism that equips the LLM with the ability to retain testing knowledge of the whole process and conduct long-term, functionality-based reasoning to guide exploration. We evaluate it on 93 apps from Google Play and demonstrate that it outperforms the best baseline by 32% in activity coverage, and detects 31% more bugs at a faster rate. Moreover, GPTDroid identifies 53 new bugs on Google Play, of which 35 have been confirmed and fixed.;High-Level Test Gen;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Themis, Other;GPT-family;Test Coverage, %/Nº Bugs-Crashes, Activity Coverage;GPTDroid
P065;Towards an understanding of large language models in software engineering tasks;2025.0;ZhengESE2025;J: Emp. Soft. Eng.;Journal;"@article{ZhengESE2025,
author = {Zheng, Zibin and Ning, Kaiwen and Zhong, Qingyuan and Chen, Jiachi and Chen, Wenqing and Guo, Lianghong and Wang, Weicheng and Wang, Yanlin},
journal = {Empirical Software Engineering},
title = {Towards an understanding of large language models in software engineering tasks},
year = {2025},
volume = {30},
number = {2},
ISSN = {},
pages = {1--38},
doi = {10.1007/s10664-024-10602-0},
url = {https://doi.org/10.1007/s10664-024-10602-0},
publisher = {Springer Science and Business Media LLC}}";Orig;Survey;"Large Language Models (LLMs) have drawn widespread attention
and research due to their astounding performance in text generation and
reasoning tasks. Derivative products, like ChatGPT, have been extensively
deployed and highly sought after. Meanwhile, the evaluation and optimization
of LLMs in software engineering tasks, such as code generation, have become
a research focus. However, there is still a lack of systematic research on
applying and evaluating LLMs in software engineering. Therefore, this paper
comprehensively investigate and collate the research and products combining
LLMs with software engineering, aiming to answer two questions: (1) What
are the current integrations of LLMs with software engineering? (2) Can
LLMs effectively handle software engineering tasks? To find the answers,
we have collected related literature as extensively as possible from seven
mainstream databases and selected 123 timely papers published starting from
2022 for analysis. We have categorized these papers in detail and reviewed
the current research status of LLMs from the perspective of seven major
software engineering tasks, hoping this will help researchers better grasp the
research trends and address the issues when applying LLMs. Meanwhile, we
have also organized and presented papers with evaluation content to reveal the
performance and effectiveness of LLMs in various software engineering tasks,
guiding researchers and developers to optimize.";Reflections;;;;;;No Bmk-Ds;;;
P066;Unit Test Case Generation with Transformers and Focal Context ;2021.0;TufanoArXiv2021;arXiv;arXiv;"@misc{TufanoArXiv2021,
title = {{Unit Test Case Generation with Transformers and Focal Context}},
author = {Tufano, Michele and Drain, Dawn and Svyatkovskiy, Alexey and Deng, Shao Kun and Sundaresan, Neel},
archivePrefix = {arXiv Preprint},
year = {2021},
publisher = {arXiv},
doi = {10.48550/arXiv.2009.05617},
url = {https://doi.org/10.48550/arXiv.2009.05617}}";Orig;New Method/Tool;Automated unit test case generation tools facilitate test-driven development and support developers by suggesting tests intended to identify flaws in their code. Existing approaches are usually guided by the test coverage criteria, generating synthetic test cases that are often difficult for developers to read or understand. In this paper we propose AthenaTest, an approach that aims to generate unit test cases by learning from real-world focal methods and developer-written testcases. We formulate unit test case generation as a sequence-to-sequence learning task, adopting a two-step training procedure consisting of denoising pretraining on a large unsupervised Java corpus, and supervised finetuning for a downstream translation task of generating unit tests. We investigate the impact of natural language and source code pretraining, as well as the focal context information surrounding the focal method. Both techniques provide improvements in terms of validation loss, with pretraining yielding 25% relative improvement and focal context providing additional 11.1% improvement. We also introduce Methods2Test, the largest publicly available supervised parallel corpus of unit test case methods and corresponding focal methods in Java, which comprises 780K test cases mined from 91K open-source repositories from GitHub. We evaluate AthenaTest on five defects4j projects, generating 25K passing test cases covering 43.7% of the focal methods with only 30 attempts. We execute the test cases, collect test coverage information, and compare them with test cases generated by EvoSuite and GPT-3, finding that our approach outperforms GPT-3 and has comparable coverage w.r.t. EvoSuite. Finally, we survey professional developers on their preference in terms of readability, understandability, and testing effectiveness of the generated tests, showing overwhelmingly preference towards AthenaTest;Unit Test Generation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Methods2Test, CodeSearchNet, Defects4J;BERT, GPT-family;%/Nº Compile-Build, %/Nº Test Pass/Fail, Test Coverage,  Validation Loss, %/Nº Syntax Errors, %/Nº Correct/Error;ATHENEATEST
P067;TOGA: A Neural Method for Test Oracle Generation;2022.0;DinellaICSE2022;C: ICSE;Conference;"@InProceedings{DinellaICSE2022,
author = {Dinella, Elizabeth and Ryan, Gabriel and Mytkowicz, Todd and Lahiri, Shuvendu K.},
booktitle = {Proceedings of the 44th International Conference on Software Engineering},
series = {ICSE '22},
title = {TOGA: a neural method for test oracle generation},
year = {2022},
volume = {},
ISSN = {},
pages = {2130--2141},
doi = {10.1145/3510003.3510141},
url = {https://doi.org/10.1145/3510003.3510141},
publisher = {Association for Computing Machinery},
address = {Pittsburgh, PA, USA},
month = {}}";Orig;New Method/Tool;Testing is widely recognized as an important stage of the software development lifecycle. Effective software testing can provide benef its such as bug finding, preventing regressions, and documentation. In terms of documentation, unit tests express a unit’s intended functionality, as conceived by the developer. A test oracle, typically expressed as an condition, documents the intended behavior of a unit under a given test prefix. Synthesizing a functional test oracle is a challenging problem, as it must capture the intended functionality rather than the implemented functionality. In this paper, we propose TOGA (a neural method for Test Oracle GenerAtion), a unified transformer-based neural approach to infer both exceptional and assertion test oracles based on the context of the focal method. Our approach can handle units with ambiguous or missing documentation, and evenunits withamissingimplementation. We evaluate our approach on both oracle inference accuracy and functional bug-finding. Our technique improves accuracy by 33% over existing oracle inference approaches, achieving 96% overall accuracy on a held out test dataset. Furthermore, we show that when integrated with a automated test generation tool (EvoSuite), our approach finds 57 real world bugs in large-scale Java programs, including 30 bugs that are not found by anyother automatedtesting method in our evaluation.;Oracle Derivation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Defects4J, Methods2Test, Other;CodeBert;%/Nº Bugs-Crashes, ML-metrics, Accuracy;TOGA
P068;Learning Deep Semantics for Test Completion;2023.0;NieICSE2023;C: ICSE;Conference;"@InProceedings{NieICSE2023,
author = {Nie, Pengyu and Banerjee, Rahul and Li, Junyi Jessy and Mooney, Raymond J. and Gligoric, Milos},
booktitle = {Proceedings of the 45th International Conference on Software Engineering},
series = {ICSE '23},
title = {Learning Deep Semantics for Test Completion},
year = {2023},
volume = {},
ISSN = {},
pages = {2111--2123},
doi = {10.1109/ICSE48619.2023.00178},
url = {https://doi.org/10.1109/ICSE48619.2023.00178},
publisher = {IEEE Computer Society},
address = {Melbourne, Victoria, Australia},
month = {}}";Orig;New Method/Tool;Writing tests is a time-consuming yet essential task during software development. We propose to leverage recent advances in deep learning for text and code generation to assist developers in writing tests. We formalize the novel task of test completion to automatically complete the next statement in a test method based on the context of prior statements and the code under test. We develop TECO—a deep learning model using code semantics for test completion. The key insight underlying TECO is that predicting the next statement in a test method requires reasoning about code execution, which is hard to do with only syntax-level data that existing code completion models use. TECO extracts and uses six kinds of code semantics data, including the execution result of prior statements and the execution context of the test method. To provide a testbed for this new task, as well as to evaluate TECO, we collect a corpus of 130,934 test methods from 1,270 open-source Java projects. Our results show that TECO achieves an exact-match accuracy of 18, which is 29% higher than the best baseline using syntax-level data only. When measuring functional correctness of generated next statement, TECO can generate runnable code in 29% of the cases compared to 18% obtained by the best baseline. Moreover, TECO is significantly better than prior work on test oracle generation.;Unit Test Generation, Oracle Derivation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;CodeSearchNet;TECO, CodeT5, ATLAS, TOGA, CodeGPT;%/Nº Compile-Build, %Run, BLEU, CodeBLEU, XMatch, ROUGE, EditSim, Acc@x;TECO
P069;Neural-Based Test Oracle Generation: A Large-Scale Evaluation and Lessons Learned ;2023.0;HossainFSE2023;C: FSE;Conference;"@InProceedings{HossainFSE2023,
author = {Hossain, Soneya Binta and Filieri, Antonio and Dwyer, Matthew B. and Elbaum, Sebastian and Visser, Willem},
booktitle = {Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering},
series = {FSE '23},
title = {Neural-Based Test Oracle Generation: A Large-Scale Evaluation and Lessons Learned},
year = {2023},
volume = {},
ISSN = {},
pages = {120--132},
doi = {10.1145/3611643.3616265},
url = {https://doi.org/10.1145/3611643.3616265},
publisher = {Association for Computing Machinery},
address = {San Francisco, CA, USA},
month = {}}";Orig;Evaluation;Defining test oracles is crucial and central to test development, but manual construction of oracles is expensive. While recent neuralbased automated test oracle generation techniques have shown promise, their real-world effectiveness remains a compelling question requiring further exploration and understanding. This paper investigates the effectiveness of TOGA, a recently developed neuralbased method for automatic test oracle generation by Dinella et al.[16]. TOGA utilizes EvoSuite-generated test inputs and generates both exception and assertion oracles. In a Defects4j study, TOGA outperformed specification, search, and neural-based techniques, detecting 57 bugs, including 30 unique bugs not detected by other methods. To gain a deeper understanding of its applicability in real-world settings, we conducted a series of external, extended, and conceptual replication studies of TOGA. In a large-scale study involving 25 real-world Java systems, 223.5K test cases, and 51K injected faults, we evaluate TOGA’s ability to improve fault-detection effectiveness relative to the stateof-the-practice and the state-of-the-art. We find that TOGA misclassifies the type of oracle needed 24% of the time and that when it classifies correctly around 62% of the time it is not confident enough to generate any assertion oracle. When it does generate an assertion oracle, more than 47% of them are false positives, and the true positive assertions only increase fault detection by 0.3% relative to prior work. These findings expose limitations of the state-of-the-art neural-based oracle generation technique, provide valuable insights for improvement, and offer lessons for evaluating future automated oracle generation methods.;Oracle Derivation, Reflections;;;;Functional;Code/Procedure;Defects4J, Other;;%/Nº Bugs-Crashes, Other;
P070;CAT-LM Training Language Models on Aligned Code And Tests;2023.0;RaoASE2024;C: ASE;Conference;"@InProceedings{RaoASE2024,
author = {Rao, Nikitha and Jain, Kush and Alon, Uri and Goues, Claire Le and Hellendoorn, Vincent J.},
booktitle = {Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering},
series = {ASE '23},
title = {CAT-LM Training Language Models on Aligned Code and Tests},
year = {2024},
volume = {},
ISSN = {},
pages = {409--420},
doi = {10.1109/ASE56229.2023.00193},
url = {https://doi.org/10.1109/ASE56229.2023.00193},
publisher = {IEEE Computer Society},
address = {Echternach, Luxembourg},
month = {}}";Orig;New Method/Tool;Testing is an integral but often neglected part of the software development process. Classical test generation tools such as EvoSuite generate behavioral test suites by optimizing for coverage, but tend to produce tests that are hard to understand. Language models trained on code can generate code that is highly similar to that written by humans, but current models are trained to generate each file separately, as is standard practice in natural language processing, and thus fail to consider the codeunder-test context when producing a test file. In this work, we propose the Aligned Code And Tests Language Model (CATLM), a GPT-style language model with 2.7 Billion parameters, trained on a corpus of Python and Java projects. We utilize a novel pretraining signal that explicitly considers the mapping between code and test files when available. We also drastically increase the maximum sequence length of inputs to 8,192 tokens, 4x more than typical code generation models, to ensure that the code context is available to the model when generating test code. We analyze its usefulness for realistic applications, showing that sampling with filtering (e.g., by compilability, coverage) allows it to efficiently produce tests that achieve coverage similar to ones written by developers while resembling their writing style. By utilizing the code context, CAT-LM generates more valid tests than even much larger language models trained with more data (CodeGen 16B and StarCoder) and substantially outperforms a recent test-specific model (TeCo) at test completion. Overall, our work highlights the importance of incorporating software-specific insights when training language models for code and paves the way to more powerful automated test generation.;Unit Test Generation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Other;StarCoder, CodeGen-family, TECO, GPT-family;ROUGE, CodeBLEU, %/Nº Compile-Build, %/Nº Test Pass/Fail, XMatch;CAT-LLM
P071;Assessing Evaluation Metrics for Neural Test Oracle Generation;2024.0;ShinTSE2024;J: TSE;Journal;"@article{ShinTSE2024,
author = {Shin, Jiho and Hemmati, Hadi and Wei, Moshi and Wang, Song},
journal = {IEEE Transactions on Software Engineering},
title = {Assessing Evaluation Metrics for Neural Test Oracle Generation},
year = {2024},
volume = {50},
number = {9},
ISSN = {},
pages = {2337--2349},
doi = {10.1109/TSE.2024.3433463},
url = {https://doi.org/10.1109/TSE.2024.3433463},
publisher = {IEEE Computer Society}}";Orig;Survey;Recently, deep learning models have shown promising results in test oracles generation. Static evaluation metrics from Natural Language Generation (NLG) such as BLEU, CodeBLEU, ROUGE-L, METEOR, and Accuracy, which is mainly based on textual comparisons, have been widely adopted to measure the performance of Neural Oracle Generation (NOG) models. However, these NLG-based metrics may not reflect the testing effectiveness of the generated oracle within a test suite, which is often measured by dynamic (execution-based) test adequacy metrics such as code coverage and mutation score. In this work, we revisit existing oracle generation studies plus ChatGPT to empirically investigate the current standing of their performance in both NLG-based and test adequacy metrics. Specifically, we train and run four state-of-the-art test oracle generation models on five NLG-based and two test adequacy metrics for our analysis. We apply two different correlation analyses between these two different sets of metrics. Surprisingly, we found no significant correlation between the NLG-based metrics and test adequacy metrics. For instance, oracles generated from ChatGPT on the project activemq-artemis had the highest performance on all the NLG-based metrics among the studied NOGs, however, it had the most number of projects with a decrease in test adequacy metrics compared to all the studied NOGs. We further conduct a qualitative analysis to explore the reasons behind our observations, we found that oracles with high NLG-based metrics but low test adequacy metrics tend to have complex or multiple chained method invocations within the oracle’s parameters, making it hard for the model to generate completely, affecting the test adequacy metrics. On the other hand, oracles with low NLG-based metrics but high test adequacy metrics tend to have to call different assertion types or a different method that functions similarly to the ones in the ground truth. Overall, this work complements prior studies on test oracle generation with an extensive performance evaluation with both NLG andtest adequacy metrics and provides guidelines for better assessment of deep learning applications in software test generation in the future.;Oracle Derivation, Reflections;;;;Functional;Code/Procedure;Other;;BLEU, CodeBLEU, METEOR, ROUGE, EditSim, Other, Test Coverage, Mutation Rate;
P072;Towards More Realistic Evaluation for Neural Test Oracle Generation;2023.0;LiuISSTA2023;C: ISSTA;Conference;"@InProceedings{LiuISSTA2023,
author = {Liu, Zhongxin and Liu, Kui and Xia, Xin and Yang, Xiaohu},
booktitle = {Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis},
series = {ISSTA '23},
title = {Towards More Realistic Evaluation for Neural Test Oracle Generation},
year = {2023},
volume = {},
ISSN = {},
pages = {589--600},
doi = {10.1145/3597926.3598080},
url = {https://doi.org/10.1145/3597926.3598080},
publisher = {Association for Computing Machinery},
address = {Seattle, WA, USA},
month = {}}";Orig;Evaluation;Unit testing has become an essential practice during software development and maintenance. Effective unit tests can help guard and improve software quality but require a substantial amount of time and effort to write and maintain. A unit test consists of a test prefix and a test oracle. Synthesizing test oracles, especially functional oracles, is a well-known challenging problem. Recent studies proposed to leverage neural models to generate test oracles, i.e., neural test oracle generation (NTOG), and obtained promising results. However, after a systematic inspection, we find there are some inappropriate settings in existing evaluation methods for NTOG. These settings could mislead the understanding of existing NTOG approaches’ performance. We summarize them as ① generating test prefixes from bug-fixed program versions, ② evaluating with an unrealistic metric, and ③ lacking a straightforward baseline. In this paper, we first investigate the impacts of these settings on evaluating and understanding the performance of NTOG approaches. We find that ❶ unrealistically generating test prefixes from bug-fixed program versions inflates the number of bugs found by the state-of-the-art NTOG approach TOGA by 61.8%, ❷ FPR (False Positive Rate) is not a realistic evaluation metric and the Precision of TOGA is only 0.38%, and ❸ a straightforward baseline NoException, which simply expects no exception should be raised, can find 61% of the bugs found by TOGA with twice the Precision. Furthermore, we introduce an additional ranking step to existing evaluation methods and propose an evaluation metric named Found@Ktobetter measure the cost-effectiveness of NTOG approaches in terms of bug-finding. We propose a novel unsupervised ranking method to instantiate this ranking step, significantly improving the cost-effectiveness of TOGA. Eventually, based on our experimental results and observations, we propose a more realistic;Oracle Derivation, Reflections;;;;Functional;Code/Procedure;Defects4J;;;
P073;A3Test: Assertion-Augmented Automated Test Case Generation;2024.0;AlagasamyIST2024;J: IST;Journal;"@article{AlagasamyIST2024,
author = {Alagarsamy, Saranya and Tantithamthavorn, Chakkrit and Aleti, Aldeida},
journal = {Information and Software Technology},
title = {A3Test: Assertion-Augmented Automated Test case generation},
year = {2024},
volume = {176},
ISSN = {},
pages = {107565},
doi = {10.1016/j.infsof.2024.107565},
url = {https://doi.org/10.1016/j.infsof.2024.107565},
publisher = {Elsevier BV}}";Orig;New Method/Tool;"Test case generation is an important activity, yet a time-consuming and laborious task. Recently, AthenaTest -- a deep learning approach for generating unit test cases -- is proposed. However, AthenaTest can generate less than one-fifth of the test cases correctly, due to a lack of assertion knowledge and test signature verification. In this paper, we propose A3Test, a DL-based test case generation approach that is augmented by assertion knowledge with a mechanism to verify naming consistency and test signatures. A3Test leverages the domain adaptation principles where the goal is to adapt the existing knowledge from an assertion generation task to the test case generation task. We also introduce a verification approach to verify naming consistency and test signatures. Through an evaluation of 5,278 focal methods from the Defects4j dataset, we find that our A3Test (1) achieves 147% more correct test cases and 15% more method coverage, with a lower number of generated test cases than AthenaTest; (2) still outperforms the existing pre-trained models for the test case generation task; (3) contributes substantially to performance improvement via our own proposed assertion pre-training and the verification components; (4) is 97.2% much faster while being more accurate than AthenaTest.";Unit Test Generation, Oracle Derivation;Pure Prompting;Fine-Tuning;Tool/Framework;Functional;Code/Procedure;Defects4J;Other;%/Nº Compile-Build, Test Coverage, Time, Mutation Rate, Other, %/Nº Correct/Error, Qualitative Evaluation;A3Test
P074;An Empirical Study on Focal Methods in Deep-Learning-Based Approaches for Assertion Generation;2024.0;HeFSE2024;J: Proc. ACM Softw. Eng;Conference;"@article{HeFSE2024,
author = {He, Yibo and Huang, Jiaming and Yu, Hao and Xie, Tao},
journal = {Proceedings of the ACM on Software Engineering},
title = {An Empirical Study on Focal Methods in Deep-Learning-Based Approaches for Assertion Generation},
year = {2024},
volume = {1},
number = {FSE},
ISSN = {},
pages = {},
doi = {10.1145/3660785},
url = {https://doi.org/10.1145/3660785},
publisher = {Association for Computing Machinery}}";Orig;Evaluation;"Unit testing is widely recognized as an essential aspect of the software development process. Generating high-quality assertions automatically is one of the most important and challenging problems in automatic unit test generation. To generate high-quality assertions, deep-learning-based approaches have been proposed in recent years. For state-of-the-art deep-learning-based approaches for assertion generation (DLAGs), the focal method (i.e., the main method under test) for a unit test case plays an important role of being a required part of the input to these approaches. To use DLAGs in practice, there are two main ways to provide a focal method for these approaches: (1) manually providing a developer-intended focal method or (2) identifying a likely focal method from the given test prefix (i.e., complete unit test code excluding assertions) with test-to-code traceability techniques. However, the state-of-the-art DLAGs are all evaluated on the ATLAS dataset, where the focal method for a test case is assumed as the last non-JUnit-API method invoked in the complete unit test code (i.e., code from both the test prefix and assertion portion). There exist two issues of the existing empirical evaluations of DLAGs, causing inaccurate assessment of DLAGs toward adoption in practice. First, it is unclear whether the last method call before assertions (LCBA) technique can accurately reflect developer-intended focal methods. Second, when applying DLAGs in practice, the assertion portion of a unit test is not available as a part of the input to DLAGs (actually being the output of DLAGs); thus, the assumption made by the ATLAS dataset does not hold in practical scenarios of applying DLAGs. To address the first issue, we conduct a study of seven test-to-code traceability techniques in the scenario of assertion generation. We find that the LCBA technique is not the best among the seven techniques and can accurately identify focal methods with only 43.38% precision and 38.42% recall; thus, the LCBA technique cannot accurately reflect developer-intended focal methods, raising a concern on using the ATLAS dataset for evaluation. To address the second issue along with the concern raised by the preceding finding, we apply all seven test-to-code traceability techniques, respectively, to identify focal methods automatically from only test prefixes and construct a new dataset named ATLAS+ by replacing the existing focal methods in the ATLAS dataset with the focal methods identified by the seven traceability techniques, respectively. On a test set from new ATLAS+, we evaluate four state-of-the-art DLAGs trained on a training set from the ATLAS dataset. We find that all of the four DLAGs achieve lower accuracy on a test set in ATLAS+ than the corresponding test set in the ATLAS dataset, indicating that DLAGs should be (re)evaluated with a test set in ATLAS+, which better reflects practical scenarios of providing focal methods than the ATLAS dataset. In addition, we evaluate state-of-the-art DLAGs trained on training sets in ATLAS+. We find that using training sets in ATLAS+ helps effectively improve the accuracy of the ATLAS approach and T5 approach over these approaches trained using the corresponding training set from the ATLAS dataset.";Oracle Derivation, Reflections;;;;Functional;Code/Procedure;Other;;Other, BLEU, Time;
P075;ASTER: Natural and Multi-language Unit Test Generation with LLMs;2025.0;PanICSE2025;C: ICSE;Conference;"@InProceedings{PanICSE2025,
author = {Pan, Rangeet and Kim, Myeongsoo and Krishna, Rahul and Pavuluri, Raju and Sinha, Saurabh},
booktitle = {Proceedings of the 47th International Conference on Software Engineering},
series = {ICSE '25},
title = {ASTER: Natural and Multi-language Unit Test Generation with LLMs},
year = {2025},
volume = {},
ISSN = {},
pages = {413--424},
doi = {10.1109/ICSE-SEIP66354.2025.00042},
url = {https://doi.org/10.1109/ICSE-SEIP66354.2025.00042},
publisher = {Association for Computing Machinery},
address = {Ottawa, Ontario, Canada},
month = {}}";Orig;New Method/Tool;Implementing automated unit tests is an important but time-consuming activity in software development. To assist developers in this task, many techniques for automating unit test generation have been developed. However, despite this effort, usable tools exist for very few programming languages. Moreover, studies have found that automatically generated tests suffer poor readability and do not resemble developer-written tests. In this work, we present a rigorous investigation of how large language models (LLMs) can help bridge the gap. We describe a generic pipeline that incorporates static analysis to guide LLMs in generating compilable and high-coverage test cases. We illustrate how the pipeline can be applied to different programming languages, specifically Java and Python, and to complex software requiring environment mocking. We conducted an empirical study to assess the quality of the generated tests in terms of code coverage and test naturalness -- evaluating them on standard as well as enterprise Java applications and a large Python benchmark. Our results demonstrate that LLM-based test generation, when guided by static analysis, can be competitive with, and even outperform, state-of-the-art test-generation techniques in coverage achieved while also producing considerably more natural test cases that developers find easy to understand. We also present the results of a user study, conducted with 161 professional developers, that highlights the naturalness characteristics of the tests generated by our approach.;Unit Test Generation;Pure Prompting;None;Tool/Framework;Functional;Code/Procedure;Apache-Commons, BugsInPy, Pynguin;CodeLlama, Other, GPT-family, Llama-family;Test Coverage, %/Nº Smells-Style, Other;
